,Manual_Genes
FIGNL1,False
FIGNL2,False
FIGNL2-DT,False
FILIP1,True
FILIP1L,True
FILNC1,False
FIP1L1,False
FIRRE,False
FIS1,False
FITM1,False
FITM2,False
FIZ1,False
FJX1,False
FKBP10,True
FKBP11,False
FKBP14,False
FKBP15,False
FKBP1A,False
FKBP1B,False
FKBP1C,False
FKBP2,False
FKBP3,False
FKBP4,True
FKBP5,True
FKBP6,False
FKBP7,False
FKBP8,False
FKBP9,False
FKBPL,False
FKRP,False
FKSG63,False
FKTN,False
FLACC1,False
FLAD1,False
FLCN,False
FLG,False
FLG-AS1,False
FLG2,False
FLI1,True
FLII,False
FLJ00104,False
FLJ00273,False
FLJ00418,False
FLJ20021,False
FLJ20306,False
FLJ20373,False
FLJ21408,False
FLJ22763,False
FLJ27354,False
FLJ27365,False
FLJ31104,False
FLJ31356,False
FLJ37035,False
FLJ37453,False
FLJ45079,False
FLJ45513,False
FLNA,True
FLNB,True
FLNB-AS1,False
FLNC,False
FLNC-AS1,False
FLOT1,False
FLOT2,False
FLRT1,False
FLRT2,True
FLRT3,False
FLT1,True
FLT3,True
FLT3LG,True
FLT4,True
FLVCR1,False
FLVCR1-AS1,False
FLVCR1-DT,False
FLVCR2,False
FLYWCH1,False
FLYWCH2,False
FMC1,False
FMC1-LUC7L2,False
FMN1,True
FMN2,False
FMNL1,False
FMNL2,True
FMNL3,True
FMO1,False
FMO2,False
FMO3,False
FMO4,False
FMO5,True
FMO6P,False
FMOD,False
FMR1,False
FMR1-AS1,False
FMR1-IT1,False
FMR1NB,False
FN1,True
FN3K,False
FN3KRP,False
FNBP1,True
FNBP1L,False
FNBP4,False
FNDC1,True
FNDC1-IT1,False
FNDC10,False
FNDC11,False
FNDC3A,False
FNDC3B,False
FNDC4,False
FNDC5,False
FNDC7,False
FNDC8,False
FNDC9,False
FNIP1,False
FNIP2,True
FNTA,False
FNTB,False
FO393401.1,False
FO393415.1,False
FO393415.3,False
FO393418.1,False
FO393419.2,False
FO538757.2,False
FO680682.1,False
FO681492.1,False
FO704657.1,False
FOCAD,False
FOCAD-AS1,False
FOLH1,False
FOLR1,False
FOLR2,True
FOLR3,False
FOPNL,False
FOS,True
FOSB,True
FOSL1,False
FOSL2,True
FOXA1,False
FOXA2,False
FOXA3,False
FOXB1,False
FOXC1,True
FOXC2,False
FOXC2-AS1,False
FOXCUT,False
FOXD1,False
FOXD1-AS1,False
FOXD2,False
FOXD2-AS1,False
FOXD3,False
FOXD3-AS1,False
FOXD4,False
FOXD4L1,False
FOXD4L3,False
FOXD4L4,False
FOXD4L5,False
FOXD4L6,False
FOXE1,False
FOXE3,False
FOXF1,False
FOXF2,False
FOXG1,False
FOXG1-AS1,False
FOXH1,False
FOXI1,False
FOXI2,False
FOXI3,False
FOXJ1,False
FOXJ2,False
FOXJ3,False
FOXK1,False
FOXK2,False
FOXL1,False
FOXL2,False
FOXL2NB,False
FOXM1,False
FOXN1,False
FOXN2,False
FOXN3,False
FOXN3-AS1,False
FOXN3-AS2,False
FOXN4,False
FOXO1,True
FOXO3,True
FOXO3B,False
FOXO4,False
FOXO6,False
FOXP1,True
FOXP1-AS1,False
FOXP1-IT1,False
FOXP2,True
FOXP3,True
FOXP4,False
FOXP4-AS1,False
FOXQ1,True
FOXR1,False
FOXRED1,False
FOXRED2,False
FOXS1,False
FP236241.1,False
FP236315.1,False
FP236383.2,False
FP236383.3,False
FP236383.4,False
FP236383.5,False
FP325318.1,False
FP325330.3,False
FP325332.1,False
FP325335.1,False
FP326651.1,False
FP475955.1,False
FP565260.1,False
FP565260.3,False
FP565260.5,False
FP565260.6,False
FP671120.4,False
FP671120.6,False
FP671120.7,False
FP700111.1,False
FPGS,False
FPGT,False
FPGT-TNNI3K,False
FPR1,True
FPR2,False
FPR3,True
FRA10AC1,False
FRAS1,True
FRAT1,False
FRAT2,False
FREM1,False
FREM2,False
FREM2-AS1,False
FREM3,False
FRG1,False
FRG1-DT,False
FRG1B,False
FRG2C,False
FRGCA,False
FRK,False
FRMD1,False
FRMD3,False
FRMD4A,True
FRMD4B,True
FRMD5,False
FRMD6,True
FRMD6-AS1,False
FRMD6-AS2,False
FRMD7,False
FRMD8,False
FRMPD1,False
FRMPD2,False
FRMPD3,False
FRMPD3-AS1,False
FRMPD4,False
FRRS1,False
FRRS1L,False
FRS2,False
FRS3,False
FRY,True
FRY-AS1,False
FRYL,False
FRZB,True
FSBP,False
FSCB,False
FSCN1,True
FSCN2,False
FSCN3,False
FSD1,False
FSD1L,False
FSD2,False
FSHR,False
FSIP1,False
FSIP2,False
FSIP2-AS1,False
FSIP2-AS2,False
FST,False
FSTL1,True
FSTL3,True
FSTL4,False
FSTL5,False
FTCD,False
FTCDNL1,False
FTH1,True
FTL,True
FTO,False
FTSJ1,False
FTSJ2,False
FTSJ3,False
FTX,False
FUBP1,False
FUBP3,False
FUCA1,True
FUCA2,False
FUK,False
FUNDC1,False
FUNDC2,False
FUOM,True
FURIN,False
FUS,False
FUT1,False
FUT10,False
FUT11,False
FUT2,False
FUT3,False
FUT4,False
FUT5,False
FUT6,False
FUT7,False
FUT8,True
FUT8-AS1,False
FUT9,False
FUZ,False
FXN,False
FXR1,False
FXR2,False
FXYD1,True
FXYD2,True
FXYD3,True
FXYD4,False
FXYD5,False
FXYD6,False
FXYD6-FXYD2,False
FXYD7,False
FYB,False
FYB1,True
FYB2,False
FYCO1,False
FYN,True
FYTTD1,False
FZD1,False
FZD10,False
FZD10-AS1,False
FZD2,False
FZD3,False
FZD4,True
FZD4-DT,False
FZD5,False
FZD6,False
FZD7,False
FZD8,False
FZD9,False
FZR1,False
G0S2,True
G2E3,False
G2E3-AS1,False
G3BP1,False
G3BP2,False
G6PC,False
G6PC2,False
G6PC3,False
G6PD,False
GAA,True
GAB1,False
GAB2,False
GAB3,False
GAB4,False
GABARAP,False
GABARAPL1,True
GABARAPL2,False
GABARAPL3,False
GABBR1,False
GABBR2,False
GABPA,False
GABPB1,False
GABPB1-AS1,False
GABPB1-IT1,False
GABPB2,False
GABRA1,False
GABRA2,False
GABRA3,False
GABRA4,False
GABRA5,False
GABRA6,False
GABRB1,False
GABRB2,False
GABRB3,False
GABRD,False
GABRE,False
GABRG1,False
GABRG2,False
GABRG3,False
GABRG3-AS1,False
GABRP,True
GABRQ,False
GABRR1,False
GABRR2,False
GABRR3,False
GACAT1,False
GACAT2,False
GACAT3,False
GAD1,False
GAD2,False
GADD45A,True
GADD45B,True
GADD45G,True
GADD45GIP1,False
GADL1,False
GAGE10,False
GAK,False
GAL,False
GAL3ST1,False
GAL3ST2,False
GAL3ST3,False
GAL3ST4,True
GALC,True
GALE,True
GALK1,False
GALK2,False
GALM,True
GALNS,False
GALNT1,False
GALNT10,True
GALNT11,False
GALNT12,True
GALNT13,False
GALNT14,False
GALNT15,False
GALNT16,False
GALNT17,False
GALNT18,True
GALNT2,False
GALNT3,False
GALNT4,False
GALNT5,True
GALNT6,False
GALNT7,False
GALNT8,False
GALNT9,False
GALNTL5,False
GALNTL6,False
GALP,False
GALR1,True
GALR2,False
GALR3,False
GALT,False
GAMT,False
GAN,False
GANAB,False
GANC,False
GAP43,True
GAPDH,False
GAPDHS,False
GAPLINC,False
GAPT,False
GAPVD1,False
GAR1,False
GAREM,False
GAREM1,False
GAREM2,False
GAREML,False
GARNL3,False
GARRE1,False
GARS,False
GARS-DT,False
GARS1,False
GART,False
GAS1,False
GAS1RR,False
GAS2,False
GAS2L1,False
GAS2L2,False
GAS2L3,False
GAS5,False
GAS5-AS1,False
GAS6,True
GAS6-AS1,False
GAS6-AS2,False
GAS6-DT,False
GAS7,True
GAS8,False
GAS8-AS1,False
GASAL1,False
GASK1A,False
GASK1B,False
GAST,False
GATA1,False
GATA2,True
GATA2-AS1,False
GATA3,False
GATA3-AS1,False
GATA4,False
GATA5,False
GATA6,True
GATA6-AS1,False
GATAD1,False
GATAD2A,False
GATAD2B,False
GATB,False
GATC,False
GATD1,False
GATD3A,False
GATD3B,False
GATM,True
GATS,False
GATSL2,False
GATSL3,False
GAU1,False
GBA,False
GBA2,False
GBAS,False
GBE1,False
GBF1,False
GBGT1,False
GBP1,False
GBP2,True
GBP3,False
GBP4,True
GBP5,False
GBP6,False
GBP7,False
GBX1,False
GBX2,False
GC,False
GCA,False
GCAT,False
GCC1,False
GCC2,False
GCC2-AS1,False
GCDH,False
GCFC2,False
GCG,True
GCGR,False
GCH1,False
GCHFR,True
GCK,True
GCKR,False
GCLC,True
GCLM,False
GCM1,False
GCM2,False
GCN1,False
GCN1L1,False
GCNA,False
GCNT1,False
GCNT2,False
GCNT3,True
GCNT4,False
GCNT7,False
GCOM1,False
GCSAM,False
GCSAML,False
GCSAML-AS1,False
GCSH,False
GDA,True
GDAP1,False
GDAP1L1,False
GDAP2,False
GDE1,False
GDF10,False
GDF11,False
GDF15,True
GDF3,False
GDF5,False
GDF5OS,False
GDF6,False
GDF7,False
GDF9,False
GDI1,False
GDI2,False
GDNF,False
GDNF-AS1,False
GDPD1,False
GDPD2,False
GDPD3,False
GDPD4,False
GDPD5,False
GDPGP1,False
GEM,True
GEMIN2,False
GEMIN4,False
GEMIN5,False
GEMIN6,False
GEMIN7,False
GEMIN7-AS1,False
GEMIN8,False
GEN1,False
GET1,False
GET3,False
GET4,False
GFAP,False
GFER,False
GFI1,False
GFI1B,False
GFM1,False
GFM2,False
GFOD1,True
GFOD1-AS1,False
GFOD2,False
GFPT1,False
GFPT2,True
GFRA1,False
GFRA2,False
GFRA3,False
GFRAL,False
GFY,False
GGA1,False
GGA2,False
GGA3,False
GGACT,False
GGCT,False
GGCX,False
GGH,False
GGN,False
GGNBP2,False
GGPS1,False
GGT1,False
GGT2,False
GGT5,True
GGT6,False
GGT7,False
GGTLC1,False
GGTLC2,False
GGTLC3,False
GH1,False
GHDC,False
GHET1,False
GHITM,False
GHR,True
GHRH,False
GHRHR,False
GHRL,True
GHRLOS,False
GHSR,False
GID4,False
GID8,False
GIF,False
GIGYF1,False
GIGYF2,False
GIHCG,False
GIMAP1,False
GIMAP2,False
GIMAP4,True
GIMAP5,False
GIMAP6,False
GIMAP7,True
GIMAP8,True
GIMD1,False
GIN1,False
GINM1,False
GINS1,False
GINS2,False
GINS3,False
GINS4,False
GIP,False
GIPC1,False
GIPC2,True
GIPC3,False
GIPR,False
GIT1,False
GIT2,False
GJA1,True
GJA10,False
GJA3,False
GJA4,False
GJA5,False
GJA9,False
GJB1,False
GJB2,False
GJB3,False
GJB4,False
GJB5,False
GJB6,False
GJB7,False
GJC1,False
GJC2,False
GJC3,False
GJD2,False
GJD3,False
GJD4,False
GK,True
GK-AS1,False
GK-IT1,False
GK3P,False
GK5,False
GKAP1,False
GKN1,False
GKN2,False
GLA,True
GLB1,False
GLB1L,False
GLB1L2,False
GLB1L3,False
GLCCI1,True
GLCE,False
GLDC,False
GLDN,False
GLE1,False
GLG1,False
GLI1,True
GLI2,False
GLI3,True
GLI4,False
GLIDR,False
GLIPR1,True
GLIPR1L1,False
GLIPR1L2,False
GLIPR2,False
GLIS1,False
GLIS2,False
GLIS2-AS1,False
GLIS3,True
GLIS3-AS1,False
GLMN,False
GLMP,False
GLO1,False
GLOD4,False
GLOD5,False
GLP1R,False
GLP2R,False
GLRA1,False
GLRA2,False
GLRA3,False
GLRA4,False
GLRB,False
GLRX,True
GLRX2,False
GLRX3,False
GLRX5,False
GLS,True
GLS2,False
GLT1D1,False
GLT6D1,False
GLT8D1,False
GLT8D2,True
GLTP,False
GLTPD1,False
GLTPD2,False
GLTSCR1,False
GLTSCR1L,False
GLTSCR2,False
GLUD1,False
GLUD2,False
GLUL,True
GLYAT,False
GLYATL1,False
GLYATL1B,False
GLYATL2,False
GLYATL3,False
GLYCTK,False
GLYCTK-AS1,False
GLYR1,False
GM2A,True
GMCL1,True
GMDS,True
GMDS-AS1,False
GMDS-DT,False
GMEB1,False
GMEB2,False
GMFB,False
GMFG,True
GMIP,False
GML,False
GMNC,False
GMNN,True
GMPPA,False
GMPPB,False
GMPR,True
GMPR2,False
GMPS,False
GNA11,False
GNA12,False
GNA13,True
GNA14,False
GNA14-AS1,False
GNA15,False
GNAI1,True
GNAI2,False
GNAI3,False
GNAL,False
GNAO1,False
GNAQ,False
GNAS,False
GNAS-AS1,False
GNAT1,False
GNAT2,False
GNAT3,False
GNAZ,False
GNB1,False
GNB1L,False
GNB2,False
GNB2L1,False
GNB3,False
GNB4,True
GNB5,False
GNE,False
GNG10,False
GNG11,True
GNG12,False
GNG12-AS1,False
GNG13,False
GNG2,True
GNG3,False
GNG4,False
GNG5,False
GNG5P2,False
GNG7,True
GNG8,False
GNGT1,False
GNGT2,False
GNL1,False
GNL2,False
GNL3,False
GNL3L,False
GNLY,True
GNMT,False
GNPAT,False
GNPDA1,False
GNPDA2,False
GNPNAT1,False
GNPTAB,False
GNPTG,False
GNRH1,False
GNRH2,False
GNRHR,False
GNS,False
GOLGA1,False
GOLGA2,False
GOLGA3,False
GOLGA4,False
GOLGA5,False
GOLGA6A,False
GOLGA6B,False
GOLGA6D,False
GOLGA6L1,False
GOLGA6L10,False
GOLGA6L18,False
GOLGA6L2,False
GOLGA6L20,False
GOLGA6L22,False
GOLGA6L4,False
GOLGA6L6,False
GOLGA6L7,False
GOLGA6L9,False
GOLGA7,False
GOLGA7B,False
GOLGA7B-1,False
GOLGA8A,False
GOLGA8B,True
GOLGA8G,False
GOLGA8H,False
GOLGA8I,False
GOLGA8IP,False
GOLGA8J,False
GOLGA8K,False
GOLGA8M,False
GOLGA8M-1,False
GOLGA8N,False
GOLGA8O,False
GOLGA8Q,False
GOLGA8R,False
GOLGA8S,False
GOLGA8T,False
GOLGB1,False
GOLIM4,False
GOLM1,True
GOLM2,False
GOLPH3,False
GOLPH3L,False
GOLT1A,False
GOLT1B,False
GON4L,False
GON7,False
GOPC,False
GORAB,False
GORAB-AS1,False
GORASP1,False
GORASP2,False
GOSR1,False
GOSR2,False
GOT1,False
GOT1L1,False
GOT2,False
GP1BA,False
GP1BB,False
GP2,True
GP5,False
GP6,False
GP9,False
GPA33,False
GPAA1,False
GPALPP1,False
GPAM,False
GPANK1,False
GPAT2,False
GPAT3,False
GPAT4,False
GPATCH1,False
GPATCH11,False
GPATCH2,False
GPATCH2L,False
GPATCH3,False
GPATCH4,False
GPATCH8,False
GPBAR1,False
GPBP1,False
GPBP1L1,False
GPC1,False
GPC2,False
GPC3,False
GPC4,False
GPC5,False
GPC5-AS1,False
GPC5-AS2,False
GPC5-IT1,False
GPC6,True
GPC6-AS1,False
GPC6-AS2,False
GPCPD1,False
GPD1,False
GPD1L,False
GPD2,False
GPER1,False
GPHA2,False
GPHB5,False
GPHN,False
GPI,False
GPIHBP1,False
GPKOW,False
GPLD1,False
GPM6A,False
GPM6B,True
GPN1,False
GPN2,False
GPN3,False
GPNMB,True
GPR1,False
GPR101,False
GPR107,False
GPR108,False
GPR110,False
GPR111,False
GPR113,False
GPR114,False
GPR115,False
GPR116,False
GPR119,False
GPR12,False
GPR123,False
GPR124,False
GPR125,False
GPR126,False
GPR128,False
GPR132,False
GPR133,False
GPR135,False
GPR137,False
GPR137B,True
GPR137C,False
GPR139,False
GPR141,False
GPR142,False
GPR143,False
GPR146,False
GPR148,False
GPR149,False
GPR15,False
GPR150,False
GPR151,False
GPR152,False
GPR153,False
GPR155,False
GPR156,False
GPR157,False
GPR158,False
GPR158-AS1,False
GPR160,False
GPR161,False
GPR162,False
GPR17,False
GPR171,False
GPR173,False
GPR174,False
GPR176,False
GPR176-DT,False
GPR179,False
GPR18,False
GPR180,False
GPR182,False
GPR183,True
GPR19,False
GPR20,False
GPR21,False
GPR22,False
GPR25,False
GPR26,False
GPR27,False
GPR3,False
GPR31,False
GPR33,False
GPR34,True
GPR35,False
GPR37,False
GPR37L1,False
GPR39,False
GPR4,False
GPR42,False
GPR50,False
GPR52,False
GPR55,False
GPR56,False
GPR6,False
GPR61,False
GPR62,False
GPR63,False
GPR64,False
GPR65,False
GPR68,False
GPR75,False
GPR75-ASB3,False
GPR78,False
GPR82,False
GPR83,False
GPR84,False
GPR85,False
GPR87,True
GPR88,False
GPR89A,False
GPR89B,False
GPR89C,False
GPR97,False
GPR98,False
GPRASP1,False
GPRASP2,False
GPRC5A,True
GPRC5B,False
GPRC5C,True
GPRC5D,False
GPRC5D-AS1,False
GPRC6A,False
GPRIN1,False
GPRIN2,False
GPRIN3,True
GPS1,False
GPS2,False
GPSM1,False
GPSM2,False
GPSM3,False
GPT,False
GPT2,False
GPX1,False
GPX2,True
GPX3,True
GPX4,False
GPX5,False
GPX7,False
GPX8,True
GRAMD1A,False
GRAMD1B,False
GRAMD1C,False
GRAMD2,False
GRAMD2A,False
GRAMD2B,False
GRAMD3,False
GRAMD4,False
GRAP,False
GRAP2,False
GRAPL,False
GRASP,False
GRB10,True
GRB14,True
GRB2,False
GRB7,True
GREB1,False
GREB1L,False
GREM1,True
GREM2,False
GRHL1,False
GRHL2,True
GRHL3,False
GRHPR,False
GRIA1,False
GRIA2,False
GRIA3,False
GRIA4,False
GRID1,False
GRID1-AS1,False
GRID2,False
GRID2IP,False
GRIFIN,False
GRIK1,False
GRIK1-AS1,False
GRIK2,False
GRIK3,False
GRIK4,False
GRIK5,False
GRIN1,False
GRIN2A,False
GRIN2B,False
GRIN2C,False
GRIN2D,False
GRIN3A,False
GRIN3B,False
GRINA,True
GRIP1,False
GRIP2,False
GRIPAP1,False
GRK1,False
GRK2,False
GRK3,False
GRK4,False
GRK5,True
GRK5-IT1,False
GRK6,False
GRK7,False
GRM1,False
GRM2,False
GRM3,False
GRM4,False
GRM5,False
GRM5-AS1,False
GRM6,False
GRM7,False
GRM7-AS1,False
GRM7-AS3,False
GRM8,False
GRN,True
GRP,False
GRPEL1,False
GRPEL2,False
GRPEL2-AS1,False
GRPR,False
GRSF1,False
GRTP1,False
GRTP1-AS1,False
GRWD1,False
GRXCR1,False
GRXCR2,False
GS1-114I9.1,False
GS1-120K12.4,False
GS1-122H1.2,False
GS1-124K5.11,False
GS1-124K5.3,False
GS1-124K5.4,False
GS1-166A23.1,False
GS1-166A23.2,False
GS1-179L18.1,False
GS1-204I12.4,False
GS1-24F4.2,False
GS1-251I9.4,False
GS1-259H13.2,False
GS1-279B7.2,False
GS1-293C5.1,False
GS1-304P7.3,False
GS1-393G12.12,False
GS1-393G12.13,False
GS1-393G12.14,False
GS1-410F4.4,False
GS1-421I3.2,False
GS1-57L11.1,False
GS1-594A7.3,False
GS1-600G8.5,False
GS1-72M22.1,False
GSAP,False
GSC,False
GSDMA,False
GSDMB,True
GSDMC,False
GSDMD,True
GSDME,True
GSE1,True
GSEC,False
GSG1,False
GSG1L,False
GSG1L2,False
GSG2,False
GSK3A,False
GSK3B,False
GSKIP,False
GSN,True
GSN-AS1,False
GSPT1,False
GSPT2,False
GSR,False
GSS,False
GSTA1,False
GSTA2,False
GSTA3,False
GSTA4,False
GSTA5,False
GSTCD,False
GSTK1,False
GSTM1,False
GSTM2,False
GSTM3,True
GSTM4,False
GSTM5,False
GSTO1,False
GSTO2,False
GSTP1,False
GSTT1,False
GSTT2,False
GSTT2B,False
GSTT4,False
GSTZ1,False
GSX2,False
GTDC1,False
GTF2A1,False
GTF2A1L,False
GTF2A2,False
GTF2B,False
GTF2E1,False
GTF2E2,False
GTF2F1,False
GTF2F2,False
GTF2H1,False
GTF2H2,False
GTF2H2C,False
GTF2H3,False
GTF2H4,False
GTF2H5,False
GTF2I,False
GTF2IRD1,False
GTF2IRD2,False
GTF2IRD2B,False
GTF3A,False
GTF3C1,False
GTF3C2,False
GTF3C2-AS1,False
GTF3C3,False
GTF3C4,False
GTF3C5,False
GTF3C6,False
GTPBP1,False
GTPBP10,False
GTPBP2,False
GTPBP3,False
GTPBP4,False
GTPBP6,False
GTPBP8,False
GTSCR1,False
GTSE1,False
GTSE1-DT,False
GTSF1,False
GTSF1L,False
GUCA1A,False
GUCA1B,False
GUCA1C,False
GUCA2A,False
GUCA2B,False
GUCD1,False
GUCY1A1,False
GUCY1A2,True
GUCY1A3,False
GUCY1B1,False
GUCY1B3,False
GUCY2C,False
GUCY2D,False
GUCY2F,False
GUF1,False
GUK1,False
GULP1,True
GUSB,False
GVQW1,False
GVQW2,False
GVQW3,False
GXYLT1,False
GXYLT2,True
GYG1,False
GYG2,False
GYG2-AS1,False
GYLTL1B,False
GYPA,False
GYPB,False
GYPC,True
GYPE,False
GYS1,False
GYS2,False
GZF1,False
GZMA,True
GZMB,True
GZMH,True
GZMK,True
GZMM,True
H1-0,False
H1-1,False
H1-10,False
H1-2,False
H1-3,False
H1-4,False
H1-5,False
H1-8,False
H19,False
H1F0,False
H1FNT,False
H1FOO,False
H1FX,False
H1FX-AS1,False
H2AC11,False
H2AC12,False
H2AC13,False
H2AC14,False
H2AC15,False
H2AC16,False
H2AC17,False
H2AC18,False
H2AC20,False
H2AC21,False
H2AC4,False
H2AC6,False
H2AC7,False
H2AC8,False
H2AFB1,False
H2AFJ,False
H2AFV,False
H2AFX,False
H2AFY,False
H2AFY2,False
H2AFZ,False
H2AJ,False
H2AW,False
H2AX,False
H2AZ1,False
H2AZ2,False
H2BC11,False
H2BC12,False
H2BC13,False
H2BC14,False
H2BC15,False
H2BC17,False
H2BC18,False
H2BC21,False
H2BC3,False
H2BC5,False
H2BC9,False
H2BFM,False
H2BFS,False
H2BFWT,False
H2BU1,False
H3-3A,False
H3-3B,False
H3-5,False
H3C1,False
H3C10,False
H3C11,False
H3C12,False
H3C13,False
H3C2,False
H3C3,False
H3C4,False
H3C6,False
H3C7,False
H3C8,False
H3F3A,False
H3F3B,False
H3F3C,False
H4-16,False
H4C1,False
H4C11,False
H4C12,False
H4C13,False
H4C14,False
H4C2,False
H4C3,False
H4C4,False
H4C5,False
H4C6,False
H4C8,False
H4C9,False
H6PD,False
HAAO,False
HABP2,True
HABP4,False
HACD1,False
HACD2,False
HACD3,False
HACD4,False
HACE1,False
HACL1,False
HADH,False
HADHA,False
HADHB,False
HAGH,False
HAGHL,False
HAGLR,False
HAGLROS,False
HAL,False
HAMP,True
HAND1,False
HAND2,False
HAND2-AS1,False
HAO1,False
HAO2,False
HAP1,False
HAPLN1,False
HAPLN2,False
HAPLN3,False
HAPLN4,False
HAR1A,False
HAR1B,False
HARBI1,False
HARS,False
HARS1,False
HARS2,False
HAS1,True
HAS2,False
HAS2-AS1,False
HAS3,False
HASPIN,False
HAT1,False
HAUS1,False
HAUS2,False
HAUS3,False
HAUS4,False
HAUS5,False
HAUS6,False
HAUS7,False
HAUS8,False
HAVCR1,False
HAVCR2,True
HAX1,False
HBA1,True
HBA2,True
HBB,True
HBD,False
HBE1,False
HBEGF,True
HBG1,False
HBG2,False
HBM,False
HBP1,False
HBQ1,False
HBS1L,False
HBZ,False
HCAR1,False
HCAR2,True
HCAR3,False
HCCAT3,False
HCCAT5,False
HCCS,False
HCFC1,False
HCFC1-AS1,False
HCFC1R1,True
HCFC2,False
HCG11,False
HCG14,False
HCG15,False
HCG16,False
HCG17,False
HCG18,False
HCG20,False
HCG21,False
HCG22,False
HCG23,False
HCG24,False
HCG25,False
HCG27,False
HCG9,False
HCK,True
HCLS1,True
HCN1,False
HCN2,False
HCN3,False
HCN4,False
HCP5,False
HCRT,False
HCRTR1,False
HCRTR2,False
HCST,True
HDAC1,False
HDAC10,False
HDAC11,False
HDAC11-AS1,False
HDAC2,False
HDAC2-AS2,False
HDAC3,False
HDAC4,False
HDAC4-AS1,False
HDAC5,False
HDAC6,False
HDAC7,False
HDAC8,False
HDAC9,False
HDC,False
HDDC2,False
HDDC3,False
HDGF,False
HDGFL2,False
HDGFL3,False
HDGFRP2,False
HDGFRP3,False
HDHD1,False
HDHD2,False
HDHD3,False
HDHD5,False
HDHD5-AS1,False
HDLBP,False
HDX,False
HEATR1,False
HEATR2,False
HEATR3,False
HEATR4,False
HEATR5A,False
HEATR5B,False
HEATR6,False
HEATR9,False
HEBP1,False
HEBP2,False
HECA,True
HECTD1,False
HECTD2,True
HECTD3,False
HECTD4,False
HECW1,False
HECW1-IT1,False
HECW2,True
HECW2-AS1,False
HEG1,True
HEIH,False
HELB,False
HELLPAR,False
HELLS,False
HELQ,False
HELT,False
HELZ,False
HELZ2,False
HEMGN,False
HEMK1,False
HENMT1,False
HEPACAM,False
HEPACAM2,False
HEPH,False
HEPHL1,False
HEPN1,False
HERC1,False
HERC2,False
HERC3,False
HERC4,False
HERC5,False
HERC6,False
HERPUD1,True
HERPUD2,False
HES1,True
HES2,False
HES4,True
HES5,False
HES6,False
HES7,False
HESX1,False
HEXA,False
HEXA-AS1,False
HEXB,False
HEXD,False
HEXD-IT1,False
HEXDC,False
HEXIM1,False
HEXIM2,False
HEY1,False
HEY2,False
HEYL,False
HFE,False
HFM1,False
HGD,False
HGF,False
HGFAC,False
HGH1,False
HGS,False
HGSNAT,False
HHAT,False
HHATL,False
HHEX,False
HHIP,True
HHIP-AS1,False
HHIPL1,False
HHIPL2,False
HHLA1,False
HHLA2,False
HHLA3,False
HIAT1,False
HIATL1,False
HIATL2,False
HIBADH,False
HIBCH,False
HIC1,False
HIC2,False
HID1,False
HID1-AS1,False
HIF1A,True
HIF1A-AS1,False
HIF1A-AS2,False
HIF1A-AS3,False
HIF1AN,False
HIF3A,False
HIGD1A,False
HIGD1B,False
HIGD1C,False
HIGD2A,False
HIGD2B,False
HIKESHI,False
HILPDA,True
HINFP,False
HINT1,False
HINT2,False
HINT3,False
HIP1,True
HIP1R,True
HIPK1,False
HIPK1-AS1,False
HIPK2,False
HIPK3,False
HIPK4,False
HIRA,False
HIRIP3,False
HIST1H1A,False
HIST1H1B,False
HIST1H1C,False
HIST1H1D,False
HIST1H1E,True
HIST1H1T,False
HIST1H2AA,False
HIST1H2AB,False
HIST1H2AC,False
HIST1H2AD,False
HIST1H2AE,False
HIST1H2AG,False
HIST1H2AH,False
HIST1H2AI,False
HIST1H2AJ,False
HIST1H2AK,False
HIST1H2AL,False
HIST1H2AM,False
HIST1H2BB,False
HIST1H2BC,False
HIST1H2BD,False
HIST1H2BE,False
HIST1H2BF,False
HIST1H2BG,False
HIST1H2BH,False
HIST1H2BI,False
HIST1H2BJ,False
HIST1H2BK,False
HIST1H2BL,False
HIST1H2BM,False
HIST1H2BN,False
HIST1H2BO,False
HIST1H3A,False
HIST1H3B,False
HIST1H3C,False
HIST1H3D,False
HIST1H3E,False
HIST1H3F,False
HIST1H3G,False
HIST1H3H,False
HIST1H3I,False
HIST1H3J,False
HIST1H4A,False
HIST1H4B,False
HIST1H4C,False
HIST1H4D,False
HIST1H4E,False
HIST1H4F,False
HIST1H4G,False
HIST1H4H,False
HIST1H4I,False
HIST1H4J,False
HIST1H4K,False
HIST1H4L,False
HIST2H2AA3,False
HIST2H2AA4,False
HIST2H2AB,False
HIST2H2AC,False
HIST2H2BE,False
HIST2H2BF,False
HIST2H3D,False
HIST2H3PS2,False
HIST2H4A,False
HIST2H4B,False
HIST3H2A,False
HIST3H2BB,False
HIST3H3,False
HIST4H4,False
HIVEP1,True
HIVEP2,False
HIVEP3,False
HJURP,False
HJV,False
HK1,False
HK2,True
HK3,False
HKDC1,True
HKR1,False
HLA-A,False
HLA-AS1,False
HLA-B,True
HLA-C,False
HLA-DMA,False
HLA-DMB,True
HLA-DOA,True
HLA-DOB,False
HLA-DPA1,True
HLA-DPB1,True
HLA-DQA1,True
HLA-DQA2,True
HLA-DQB1,True
HLA-DQB1-AS1,False
HLA-DQB2,False
HLA-DRA,True
HLA-DRB1,True
HLA-DRB5,True
HLA-E,False
HLA-F,False
HLA-F-AS1,False
HLA-G,False
HLCS,False
HLCS-IT1,False
HLF,False
HLTF,False
HLTF-AS1,False
